,anharmfreq,rOH,rHO,rOO,tOHO,EFddec,EFddec_tot,EFddec_proj_HO,sOH,sOHQM,EFddec_perp
78,3513.125,0.975428519626118,3.0,3.5,100.0,0.06219584262316599,0.06226457472193,0.0,0.9492387062412,0.8219,0.002924794983794
79,3522.94,0.9743098690355151,3.0,3.5,100.0,0.037511373666415,0.038759449268901,0.0,0.982527974669859,0.9087,0.009756626122133
80,3458.917,0.977977570397194,2.3933038261992596,3.26089596069853,147.523228638923,0.048764622649925995,0.049454394584019006,0.037387323164749,0.9493242278729409,0.856,0.008230961151782
81,3194.572,0.9878950936713872,2.01103315425181,2.95947993407626,160.193785317563,0.036122695949464,0.038686917555621,0.036447749442753,0.8966692119411841,0.7706,0.013850213980225
82,2700.118,1.0048523377093799,1.7243768287123302,2.71521543355219,167.954934715331,0.056040288165085,0.056818476559017006,0.055314179348927996,0.830038858237078,0.7208,0.009371519666616998
83,3344.1279999999997,0.982192888337112,2.11026490709624,2.7893851845434,124.748299159482,0.07289342429218201,0.07298987092176201,0.038572696789466,0.9248543982040949,0.7964,0.0037509934864499994
84,3549.3920000000003,0.9736733910300709,3.0,3.5,100.0,0.008847200057915,0.017408880537279996,0.0,0.985958748356639,0.8505,0.014993204217129
85,3383.4759999999997,0.980778369102827,2.06345034323373,2.72330178661654,122.867632432863,0.07544365594246401,0.075669433772184,0.045771008929269996,0.9187858535106149,0.7803,0.0058410603008459995
86,3523.005,0.9746182281796301,3.0,3.5,100.0,0.03933506167852,0.039774857386529,0.0,0.97941244719874,0.8992,0.0058984915754579995
87,3104.638,0.991309757341267,1.89311791294151,2.6514318690285097,131.022107515607,0.08761523787723402,0.08774331345257001,0.055735099377002995,0.87397157556623,0.7422,0.0047391082865489995
88,3524.7709999999997,0.97531364088687,3.0,3.5,100.0,0.010941290468660998,0.019675479241310002,0.0,0.983446563567376,0.8431,0.016352756533857
89,2347.547,1.01843101018184,1.71947527452418,2.7350671636725803,174.600877538779,0.061887087116681005,0.062757411021786,0.06113095513790401,0.835139020216253,0.7085,0.010415425405125
90,3478.067,0.978287363508289,3.0,3.5,100.0,0.041191247939261,0.043136689406124,0.0,0.968660647697116,0.887,0.012808398265465
91,3038.1459999999997,0.9929832291635141,1.82205119949012,2.6103593220569503,133.877862840255,0.09050742904140399,0.09065870150217999,0.065492599741986,0.8743203219213059,0.7475,0.005235021143842
92,3525.917,0.975451300168287,3.0,3.5,100.0,0.012788606077473001,0.016125530767466003,0.0,0.9841244545952471,0.8251,0.009822642064522
93,3270.8259999999996,0.9866297166617269,1.9937457086098,2.70456657363061,126.97398340125,0.039476437210828,0.039566124112940006,0.023216340695437997,0.906545265040029,0.7616,0.002662533090903
94,3544.68,0.9735229150872611,3.0,3.5,100.0,0.040504402603126995,0.041386648243469,0.0,0.9724068864919669,0.8758,0.008499883681109
95,3374.868,0.9806938209247591,2.11337727408052,2.7489005769943704,120.89394211115601,0.075092508003271,0.075152233383916,0.03621906317846,0.921140650607065,0.7879999999999999,0.0029955674536490005
96,3455.1940000000004,0.977998578015325,2.47251380879344,3.3232958664087002,145.266966196514,0.049382416431010004,0.05052276714897401,0.034567727894584996,0.953652192888423,0.8466,0.010673656722219
97,3289.014,0.9845465399868121,2.13255557962741,2.69712082762341,114.73947450208,0.08888172760606401,0.089162587937559,0.030801837520483998,0.8720273334190608,0.7263,0.007071462754235
98,3053.368,0.992116235528881,1.92530780388487,2.8754187736919303,159.440071735722,0.041579388052929,0.044631134233773,0.038902909265975,0.881145209265984,0.759,0.016220130459928
99,2831.137,1.00080156020062,1.7819847099318502,2.75264903293935,162.407334046109,0.052176107609193,0.053788301135308,0.052416529118510004,0.84366694525122,0.7259,0.013070391492856
100,3537.136,0.9735390355296479,3.0,3.5,100.0,0.039484915062477005,0.041284766051236,0.0,0.983096020558439,0.889,0.012057088803451
101,3447.17,0.978390965412091,2.21092636067282,2.67023258101268,107.274543294051,0.07816903541516901,0.078500624473647,0.029692439889023998,0.914342104505057,0.7626,0.007207631026536999
102,3511.792,0.9752065908308859,3.0,3.5,100.0,0.038949746652394,0.041064151127369,0.0,0.9799529119942572,0.8937,0.013006988257306002
103,3558.386,0.972475556196659,3.0,3.5,100.0,0.038240575410999,0.039746844230752996,0.0,0.9825879179748209,0.8861,0.010838358664457
104,3363.52,0.98243357521005,2.20546307668027,2.7547667306870096,113.95553199911001,0.083084536030599,0.08344457411053799,0.029178866827241,0.9039685069214649,0.7512,0.007743179002783001
105,3465.0679999999998,0.977565216136499,2.3227418399798103,3.2188204779242597,152.009256910742,0.045861030771245995,0.047245899691355,0.035812465810733,0.9430629847830251,0.8541,0.011355214407683
106,3435.363,0.979384807417391,2.29009043153207,2.692520337591,103.483938291407,0.07891997654602201,0.0790228273055,0.022211446151061003,0.91600233540958,0.759,0.004030451256409001
107,3546.23,0.9734828028270441,3.0,3.5,100.0,0.011086238445146002,0.017773201359615003,0.0,0.9845450279818341,0.8417,0.013891796273584
108,2723.366,1.00408620033342,1.70945995439838,2.5481347366352596,138.285481028135,0.100841800574235,0.101054817428814,0.075113785393554,0.836909869924354,0.7174,0.006558001411794
109,3497.0409999999997,0.9767440195363372,3.0,3.5,100.0,0.04390629582985099,0.04518308208627,0.0,0.969802374663417,0.8759999999999999,0.010665275116761
110,3285.43,0.984946295693323,1.94788782415723,2.54481134540461,116.492653520961,0.09362215561528099,0.093994277149195,0.049139341562418,0.8688842825446479,0.7127,0.008355603793136998
111,3520.0759999999996,0.975061311815825,3.0,3.5,100.0,0.039461250493276,0.04172048497398,0.0,0.978060368908039,0.8758,0.013542842241238001
112,3296.465,0.984553213645663,1.95939112506921,2.54847949014702,115.914837792129,0.093058041366267,0.093434782379489,0.048091709213244,0.8701638406331071,0.7137,0.008382093734667
113,3520.0240000000003,0.975032049165565,3.0,3.5,100.0,0.039465267717866,0.041728862473685,0.0,0.9780585167762909,0.8756,0.013556939451988999
114,3296.493,0.984505689216672,1.9596314224676998,2.54839079924629,115.891304840786,0.09306403348436698,0.093442760774494,0.048081584829142994,0.8702086700852599,0.7137,0.008404475758776
115,3522.0009999999997,0.9747745005897529,3.0,3.5,100.0,0.039390335496882006,0.041573928688539,0.0,0.978468891593737,0.8759999999999999,0.013296353486681999
116,3285.785,0.9847124616861491,1.94827278510993,2.54475170250459,116.47138793443199,0.093598146545806,0.093970299467315,0.04910106680196499,0.8689352601021471,0.713,0.008354887501737
